property_name,Property_Type,society,sector,price,Price_Per_SQFT,bedRoom,bathroom,balcony,address,floorNum,agePossession,description,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
3 BHK Flat in Sector 37D Gurgaon,flat,ramprastha skyz,sector 37,1.1,6376.0,3.0,3.0,3+,"Sector 37D Gurgaon, Gurgaon, Haryana",7.0,Under Construction,"15 mins drive to igi airport
Adequate basement and covered parking under podium and surface parking
Properties with 100% power backup available",1561.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0
4 BHK Flat in Sector 67A Gurgaon,flat,4s aradhya homes,sector 67,1.9,8863.0,4.0,4.0,3,"Sector 67A Gurgaon, Gurgaon, Haryana",3.0,New Property,"Newly constructed fully ready to move in property with all the amenities such as lavish modular kitchen, chimney, hob, fans, acs, designer lighting, chandelier, designer wallpaers, fully functional jaquar bathroom, exhaust fans etc.
Located in prime area of sec67 a within close proximity of big shopping centres such as airia mall, worldmark, aipl and elan town centre (All within 1-2 km).",1991.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0
3 BHK Flat in Sector 37C Gurgaon,flat,ild greens,sector 33,1.0,4320.0,3.0,3.0,3+,"Tower 6, Sector 37C Gurgaon, Gurgaon, Haryana",5.0,Under Construction,"Beautiful location and well ventilated, superb connectivity, corner flat, possession within 3months, good construction quality, big gap between two towers, three side road alongside the project.Worth to live in...",1697.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3 BHK Flat in Sector 57 Gurgaon,flat,bptp freedom park life,sector 57,2.5,11111.0,3.0,3.0,3,"Sector 57 Gurgaon, Gurgaon, Haryana",9.0,Moderately Old,"We are the proud owners of this 3 bhk apartment available in bptp freedom park life, sector 57 gurgaon, gurgaon. This it is a and the unit is located on 9th floor and has a super built-Up area of 2250 sq.Ft. . It has 3 bathroom(s) and 3 balcony(s). The ownership is freehold type.",2036.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0
2 BHK Flat in Sector 3 Gurgaon,flat,godrej habitat,sector 3,1.1,10410.0,2.0,2.0,2,"Sector 3 Gurgaon, Gurgaon, Haryana",14.0,Under Construction,"We are the proud owners of this 2 bhk apartment available in , dwarka expressway gurgaon, gurgaon. This it is a and the unit is located on 14th floor and has a super built-Up area of 1056 sq.Ft. . It has 2 bathroom(s) and 2 balcony(s). The ownership is freehold type.",956.0,0.0,0.0,0.0,0.0,0.0,1.0,37.0
2 BHK Flat in Sector 95 Gurgaon,flat,ramsons kshitij,sector 95,0.29,575.0,2.0,2.0,2,"Sector 95 Gurgaon, Gurgaon, Haryana",14.0,Relatively New,Residential apartment for sell.The property comes with a good construction quality which ages 1-5 years old propertylocated in sector-95 gurgaon.The property has 2 bedrooms with 2 bathrooms .Available at an expected price of rs 2900000.Located on 14th floor out of the 14,507.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0
2 BHK Flat in Sector 95 Gurgaon,flat,sidhartha ncr one,sector 95,0.55,618.0,2.0,2.0,3,"Sector 95,gurgaon, Sector 95 Gurgaon, Gurgaon, Haryana",15.0,New Property,"2 bath, semi-Furnished, 15th floor (Of 20), overlooking garden/park, north - East facing, sidhartha ncr one sector 95,gurgaon",990.0,0.0,0.0,0.0,0.0,0.0,2.0,90.0
3 BHK Flat in Sector 92 Gurgaon,flat,raheja sampada,sector 92,0.65,4744.0,3.0,2.0,3,"Sector 92 Gurgaon, Gurgaon, Haryana",6.0,Relatively New,"This lovely 3 bhk apartment/flat in sector 92 gurgaon is available for sale in one of gurgaon's most popular projects, raheja sampada. The floor plan additionally contains 3 bedroom(s), 2 bathrooms and 3 balconies. All in all, the flat is spread over a super built up area of 1370 sq.Ft. This flat lies on the 6th level of a 14 storey building. This is a ready to move project and the property is 1-5 years old.",1240.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0
2 BHK Flat in Sohna,flat,signature the serenas,sector 1,0.5,1046.0,2.0,2.0,2,"Sohna, Gurgaon, Haryana",6.0,New Property,"Signature the serenas is one of the most popular destination for buying apartments/ flats in sohna, gurgaon. You too can be a part of this society by purchasing this 2 bhk flat here. Containing 2 bedroom(s), 2 bathrooms and 2 balconies, this flat is spread over a carpet area of 532 sq.Ft. The flat has a total of 14 floors and this property is situated on 6th floor. As the project is already ready to move, so you can easily move into this 0-1 year old property.",591.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0
2 BHK Flat in Sector 99A Gurgaon,flat,pareena laxmi apartments,sector 99,0.32,614.0,2.0,2.0,1,"Sector 99A Gurgaon, Gurgaon, Haryana",2.0,New Property,"This lovely 2 bhk apartment/flat in sector 99a gurugram is available for sale in one of the most popular projects , pareena laxmi apartments. The flat is over 570 sq. Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms and 1 balconies. This flat is situated on the 2nd floor of this 12 floors tall residential building. As the project is already ready to move, so you can easily move even on the same day. The flat is completely new and in the exactly same situation as handovered by the builder, so you can design your interior as per your requirements. The society is well equipped with many modern amenities, including security personnel, maintenance staff, community center, park and lift(s).",577.0,0.0,0.0,0.0,0.0,0.0,1.0,111.0
2 BHK Flat in Sector 103 Gurgaon,flat,satya the hermitage,sector 103,0.93,6404.0,2.0,3.0,3,"Sector 103 Gurgaon, Gurgaon, Haryana",3.0,Relatively New,Corner flat well furnished flat with full ventilation and full sunlight.,1613.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
3 BHK Flat in Sector 89 Gurgaon,flat,smart world gems,sector 89,1.2,8432.0,3.0,3.0,2,"Sector 89 Gurgaon, Gurgaon, Haryana",2.0,New Property,"Smart world gems is one of gurgaon's most sought after destination for apartments and this 3 bhk flat in sector 89 gurgaon is your opportunity to be a part of this community. The flat occupies a carpet area of 1423 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 2 balconies. The flat has a total of 4 floors and this property is situated on 2nd floor. As the property is currently under construction , you can expect to get the possession within 6 months.",1581.0,0.0,0.0,0.0,0.0,0.0,1.0,95.0
2 BHK Flat in Sohna,flat,gls arawali homes,sector 1,0.3,521.0,2.0,2.0,2,"Sohna, Gurgaon, Haryana",4.0,Relatively New,Residential apartment for sell.Located in sohna.It is a furnished property.The property has 2 bedrooms with 2 bathrooms .Available at an expected price of rs 3000000.Located on 4th floor out of the 13 the property comes with a good construction quality which ages 1-5 years old property,711.0,0.0,0.0,0.0,0.0,0.0,2.0,75.0
2 BHK Flat in Sohna,flat,signature global park,sector 1,0.56,757.0,2.0,2.0,3,"Sohna, Gurgaon, Haryana",3.0,New Property,"Property with all amenities dedicated lift, swimming pool, kids play area, sketting, parking, 4 floor villa, covered by aravalli mountains, amphi theatre.",913.0,0.0,0.0,0.0,0.0,0.0,1.0,61.0
3 BHK Flat in Sector 49 Gurgaon,flat,bestech park view city,sector 49,2.7,12505.0,3.0,4.0,3+,"Sector 49 Gurgaon, Gurgaon, Haryana",6.0,Moderately Old,"We are the proud owners of this 3 bhk apartment available in bestech park view city 2, sector 49 gurgaon, gurgaon. This it is a and the unit is located on 6th floor and has a super built-Up area of 2159 sq.Ft. . It has 4 bathroom(s) and more than 3 balcony(s).Two basement parkings.The ownership is freehold type.",2159.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0
3 BHK Flat in Sector 90 Gurgaon,flat,shree vardhman flora,sector 90,1.0,5128.0,3.0,4.0,3,"802/b5, Sector 90 Gurgaon, Gurgaon, Haryana",8.0,New Property,It is a park facing property at 8th floor. Rooms are spacious. 3bhk+servant. Woodwork and wooden flooring in the master bedroom will be provided by builder. 100% payment done. Possession given. At walking distance to proposed sector-90 metro station.,1765.0,0.0,1.0,0.0,0.0,0.0,1.0,105.0
3 BHK Flat in Sector 30 Gurgaon,flat,afnhb jalvayu vihar,sector 30,1.45,11153.0,3.0,2.0,2,"Sector 30 Gurgaon, Gurgaon, Haryana",2.0,Old Property,Spacious rooms and well maintained facilities,1300.0,0.0,0.0,0.0,0.0,0.0,2.0,38.0
3 BHK Flat in Sector 89 Gurgaon,flat,m3m soulitude,sector 89,1.25,8784.0,3.0,3.0,0,"Sector 89, Sector 89 Gurgaon, Gurgaon, Haryana",4.0,New Property,Best in class property available at sector 89 location in gurgaon,1423.0,0.0,0.0,0.0,0.0,0.0,1.0,58.0
5 BHK Flat in Sector 66 Gurgaon,flat,emaar mgf palm terraces,sector 66,4.5,10599.0,5.0,5.0,3+,"#1101, Tower 5, Sector 66 Gurgaon, Gurgaon, Haryana",11.0,New Property,"Ready to move in penthouse with 270 degree open view of the golf course extension road with flexibility to choose from 5 bhk + living +dining + servant rooms or 4bhk + living + dining + extended den + servant room configuration in the newest property on the golf course extension road with a swank new club house with a restaurant and a bowling alley !
Only one penthouse with 3 sides open and parallel to the golf course extension road. Vaastu compliant and full of sunshine and an unblocked view of the new emerging skyline of the gurgaon golf course extension road !",3321.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0
2 BHK Flat in Sohna,flat,hcbs sports ville,sector 1,0.28,419.0,2.0,2.0,1,"Sohna, Gurgaon, Haryana",11.0,Relatively New,"This lovely 2 bhk apartment/flat in sohna is available for sale in one of gurgaon's most popular projects, hcbs sports ville. Constructed on a built up area of 743 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 1 balcony. The property is located on the 11th floor of a 13 floors tall building. As the project is already ready to move, so you can easily move into this 1-5 years old property.",743.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0
3 BHK Flat in Sector 61 Gurgaon,flat,puri the aravallis,sector 61,3.87,17200.0,3.0,4.0,3+,"3bhk, Sector 61 Gurgaon, Gurgaon, Haryana",21.0,Under Construction,One of top location for 3bhk + s unit.,2250.0,0.0,1.0,0.0,0.0,0.0,2.0,144.0
3 BHK Flat in Sector 109 Gurgaon,flat,brisk lumbini terrace homes,sector 109,1.38,6338.0,3.0,3.0,1,"Sector 109 Gurgaon, Gurgaon, Haryana",4.0,Moderately Old,"Its a semi furnished flat. 
Do come and look, you will surely like it.",2419.0,0.0,0.0,0.0,0.0,0.0,1.0,58.0
2 BHK Flat in Laxman Vihar,flat,huda ashok vihar phase,sector 3,0.43,735.0,2.0,2.0,1,"Laxman Vihar, Gurgaon, Haryana",2.0,Relatively New,Good location in a gated colony. All nearby facilities,722.0,0.0,0.0,0.0,0.0,0.0,2.0,56.0
2 BHK Flat in Sector 37D Gurgaon,flat,signature global city,sector 37,1.1,9838.0,2.0,2.0,2,"Sector 93, Sector 37D Gurgaon, Gurgaon, Haryana",4.0,Relatively New,Best in class property available at sector 93 location in gurgaon,1242.0,0.0,0.0,0.0,0.0,0.0,2.0,67.0
2 BHK Flat in Sector 65 Gurgaon,flat,m3m heights,sector 65,2.0,13957.0,2.0,2.0,2,"Sector 65, Sector 65 Gurgaon, Gurgaon, Haryana",32.0,Relatively New,Best in class property available at sector 65 location in gurgaon,1433.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0
3 BHK Flat in Sohna,flat,signature global park,sector 1,0.9,8035.0,3.0,2.0,2,"Sohna, Gurgaon, Haryana",2.0,Under Construction,"We are the proud owners of this 3 bhk apartment available in signature global park, sohna, gurgaon. This it is a and the unit is located on 2nd floor and has a super built-Up area of 1120 sq.Ft. . It has 2 bathroom(s) and 2 balcony(s). The ownership is freehold type.",1014.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0
3 BHK Flat in Sohna,flat,signature global park,sector 1,0.9,8036.0,3.0,2.0,0,"Sohna Sector 36, Sohna, Gurgaon, Haryana",2.0,Under Construction,Best in class property available at sector 36 sohna location in gurgaon,1120.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0
3 BHK Flat in Sector-33 Sohna,flat,godrej nature plus,sector 33,1.75,8768.0,3.0,3.0,0,"Sohna Sector 33, Sector-33 Sohna, Gurgaon, Haryana",2.0,Under Construction,Best in class property available at sector 33 sohna location in gurgaon,1996.0,0.0,0.0,0.0,0.0,0.0,1.0,65.0
2 BHK Flat in Sector 68 Gurgaon,flat,supertech hues,sector 68,0.93,8611.0,2.0,2.0,2,"Sector 68, Sector 68 Gurgaon, Gurgaon, Haryana",11.0,New Property,Best in class property available at sector 68 location in gurgaon,1200.0,0.0,0.0,0.0,0.0,0.0,2.0,115.0
4 BHK Flat in Sector 90 Gurgaon,flat,dlf new town heights,sector 90,1.8,6600.0,4.0,4.0,3+,"Sector 90 Gurgaon, Gurgaon, Haryana",23.0,Moderately Old,"Located in the popular residential address of sector-90 gurgaon, gurgaon, dlf new town heights 1 is one of the most preferred destination for apartments in gurgaon. This 4 bhk flat is your ticket to be a part of this community. The flat is over super built up area of 2727 sq.Ft. And comes with 4 bathrooms and 4 balconies. This flat is situated on the 23rd floor of this 26 floor tall residential building. As the project is already ready to move, so you can easily move into this 5-10 year(s) old property.",2468.0,0.0,0.0,0.0,0.0,0.0,1.0,106.0
3 BHK Flat in Sector-33 Sohna,flat,central park flower valley aqua front towers,sector 33,2.1,11738.0,3.0,3.0,2,"Sector-33 Sohna, Gurgaon, Haryana",6.0,Under Construction,Residential apartment for sell.Located in sector-33 sohna.It is a unfurnished property.The property has 3 bedrooms with 3 bathrooms .Available at an expected price of rs 21000000.Located on 6th floor out of the 12,1619.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0
2 BHK Flat in Sector 22 Gurgaon,flat,ambience creacions,sector 22,2.0,14492.0,2.0,2.0,2,"Sector 22 Gurgaon, Gurgaon, Haryana",9.0,Relatively New,"This 2 bhk flat is located in ambience creacions, which houses some of the most spacious flats in sector 22 gurgaon. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 2 balconies. All in all, the flat is spread over a carpet area of 1380 sq.Ft. The property is located on the 9th floor of a 20 floors tall building. As the project is already ready to move, so you can easily move into this 1-5 years old property.",1533.0,0.0,0.0,0.0,0.0,0.0,2.0,68.0
3 BHK Flat in Sector 63A Gurgaon,flat,signature global city 63a,sector 63,2.0,12800.0,3.0,3.0,2,"Sector 63A Gurgaon, Gurgaon, Haryana",1.0,Under Construction,"North facing, park and club facing",1540.0,0.0,0.0,0.0,0.0,0.0,2.0,129.0
3 BHK Flat in Sector 88A Gurgaon,flat,godrej oasis,sector 88,1.29,7800.0,3.0,3.0,3,"Godrej Oasis, Sector-88a Gurgaon, Sector 88A Gurgaon, Gurgaon, Haryana",5.0,New Property,"Godrej oasis is one of the most popular destination for buying apartments/ flats in sector-88a gurgaon. You too can be a part of this society by purchasing this 3 bhk flat here. Containing 3 bedroom(s), 3 bathrooms and 3 balconies, this flat is spread over a super built up area of 1629 sq.Ft. The flat has a total of 15 floors and this property is situated on 5th floor. As the project is already ready to move, so you can easily move into this 0-1 year old property. Many of the modern amenities being offered, like lift(s), park, maintenance staff, club house / community center, fitness centre / gym, swimming pool and security personnel, will provide a pleasant living experience for you.",1642.0,1.0,0.0,0.0,0.0,1.0,1.0,96.0
3 BHK Flat in Sector 65 Gurgaon,flat,m3m skycity,sector 65,2.85,15590.0,3.0,3.0,3,"Sector 65 Gurgaon, Gurgaon, Haryana",43.0,Under Construction,"M3m skycity is one of the most popular destination for buying apartments/ flats in sector 65 gurgaon. You too can be a part of this society by purchasing this 3 bhk flat here. Containing 3 bedroom(s), 3 bathrooms and 3 balconies, this flat is spread over a super built up area of 1828 sq.Ft. This flat lies on the 43rd level of a 47 storey building. Moreover, the flat is currently under construction and possession is expected by 2024. M3m skycity is designed very well to provide modern facilities such as swimming pool, club house / community center, cctv surveillance, fitness centre / gym, park and lift(s).",1828.0,0.0,0.0,0.0,0.0,0.0,2.0,62.0
3 BHK Flat in Sector 79 Gurgaon,flat,supertech araville,sector 79,1.1,5641.0,3.0,3.0,3,"401, Sector 79 Gurgaon, Gurgaon, Haryana",1.0,Relatively New,"Semi furnished, fully ventilated, sun facing beautiful 3 beds and 3 baths is up for sale in gurgaon sector 79, supertech, aravallies.
Pls contact for more details",2167.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0
